,text,hypo,entailment,neutral,contradiction
41,Lisa is not a drawer,Neither Terrance nor Lisa is a drawer,0.14,0.72,0.13
42,Mark is not a dancer,Neither Mark nor Greta is a dancer,0.14,0.78,0.08
43,Greta is not a dancer,Neither Mark nor Greta is a dancer,0.06,0.84,0.10
44,Ming is not a firefighter,Neither Ming nor Ellen is a firefighter,0.16,0.66,0.18
45,Ellen is not a firefighter,Neither Ming nor Ellen is a firefighter,0.22,0.64,0.14
46,Raymond is not a magician,Neither Raymond nor Tarnisha is a magician,0.27,0.67,0.06
47,Tarnisha is not a magician,Neither Raymond nor Tarnisha is a magician,0.04,0.88,0.08
48,Dave is not a boxer,Neither Dave nor Kacey is a boxer,0.17,0.75,0.08
49,Kacey is not a boxer,Neither Dave nor Kacey is a boxer,0.09,0.75,0.17
50,Jacob is not a lifeguard,Neither Jacob nor Liz is a lifeguard,0.04,0.86,0.10
51,Liz is not a lifeguard,Neither Jacob nor Liz is a lifeguard,0.03,0.86,0.11
52,Ron is not an athlete,Neither Ron nor Barbara is an athlete,0.06,0.86,0.08
53,Barbara is not an athlete,Neither Ron nor Barbara is an athlete,0.09,0.80,0.11
54,Tyresse is not a plumber,Neither Tyresse nor Anna is a plumber,0.04,0.89,0.06
55,Anna is not a plumber,Neither Tyresse nor Anna is a plumber,0.37,0.39,0.24
56,Michael is not a delivery,Neither Michael nor Tricia is a delivery,0.15,0.77,0.08
57,Tricia is not a delivery,Neither Michael nor Tricia is a delivery,0.09,0.77,0.14
58,LeBron is not a builder,Neither LeBron nor Martha is a builder,0.09,0.78,0.13
59,Martha is not a builder,Neither LeBron nor Martha is a builder,0.02,0.96,0.03
60,Dawson is not a producer,Neither Dawson nor Erica is a producer,0.09,0.78,0.13
61,Erica is not a producer,Neither Dawson nor Erica is a producer,0.12,0.67,0.21
62,Malik is not a dentist,Neither Malik nor Grace is a dentist,0.05,0.85,0.10
63,Grace is not a dentist,Neither Malik nor Grace is a dentist,0.11,0.69,0.20
64,Nell is not a broker,Neither Nell nor Heather is a broker,0.05,0.85,0.10
65,Heather is not a broker,Neither Nell nor Heather is a broker,0.38,0.38,0.24
66,Bill is not a commander,Neither Bill nor Laquisha is a commander,0.30,0.58,0.12
67,Laquisha is not a commander,Neither Bill nor Laquisha is a commander,0.10,0.55,0.34
68,Ragesh is not a model,Neither Ragesh nor Dawn is a model,0.05,0.87,0.08
69,Dawn is not a model,Neither Ragesh nor Dawn is a model,0.21,0.58,0.22
70,Charlie is not a sociologist,Neither Charlie nor Wendy is a sociologist,0.05,0.87,0.08
71,Wendy is not a sociologist,Neither Charlie nor Wendy is a sociologist,0.06,0.76,0.18
72,Will is not an electrician,Neither Will nor Beyonce is an electrician,0.03,0.91,0.06
73,Beyonce is not an electrician,Neither Will nor Beyonce is an electrician,0.14,0.67,0.19
74,Johnny is not a baker,Neither Johnny nor Missy is a baker,0.21,0.72,0.07
75,Missy is not a baker,Neither Johnny nor Missy is a baker,0.09,0.81,0.10
76,Mark is not a dealer,Neither Mark nor Anna is a dealer,0.13,0.77,0.10
77,Anna is not a dealer,Neither Mark nor Anna is a dealer,0.08,0.79,0.13
78,Jeff is not an office worker,Neither Jeff nor Jessica's is an office worker,0.16,0.76,0.07
79,Jessica's is not an office worker,Neither Jeff nor Jessica's is an office worker,0.06,0.85,0.09
80,Matt is not an auditor,Neither Matt nor Kelsi is an auditor,0.31,0.59,0.10
81,Kelsi is not an auditor,Neither Matt nor Kelsi is an auditor,0.06,0.70,0.24
82,Donald is not a poet,Neither Donald nor Sally is a poet,0.07,0.85,0.08
83,Sally is not a poet,Neither Donald nor Sally is a poet,0.08,0.75,0.17
84,Won San Lee is not a psychologist,Neither Won San Lee nor Kassidy is a psychologist,0.13,0.79,0.08
85,Kassidy is not a psychologist,Neither Won San Lee nor Kassidy is a psychologist,0.05,0.81,0.14
86,Juan is not an assistant,Neither Juan nor Ruby is an assistant,0.05,0.85,0.10
87,Ruby is not an assistant,Neither Juan nor Ruby is an assistant,0.10,0.78,0.11
88,Tyrone is not a secretary,Neither Tyrone nor Jill is a secretary,0.05,0.86,0.09
89,Jill is not a secretary,Neither Tyrone nor Jill is a secretary,0.17,0.61,0.22
90,Jorge is not a lawn mower,Neither Jorge nor Veronica is a lawn mower,0.09,0.82,0.09
91,Veronica is not a lawn mower,Neither Jorge nor Veronica is a lawn mower,0.07,0.87,0.07
92,Trevon is not a teacher,Neither Trevon nor Benny is a teacher,0.07,0.80,0.13
93,Benny is not a teacher,Neither Trevon nor Benny is a teacher,0.30,0.49,0.21
94,Spence is not a composer,Neither Spence nor Shelly is a composer,0.25,0.68,0.08
95,Shelly is not a composer,Neither Spence nor Shelly is a composer,0.26,0.57,0.18
96,Marty is not a police officer,Neither Marty nor Maggie is a police officer,0.05,0.88,0.06
97,Maggie is not a police officer,Neither Marty nor Maggie is a police officer,0.09,0.76,0.15
98,Cole is not an attendant,Neither Cole nor Carly is an attendant,0.14,0.78,0.08
99,Carly is not an attendant,Neither Cole nor Carly is an attendant,0.08,0.86,0.06
100,Ed is not an accountant,Neither Ed nor Diamond is an accountant,0.08,0.84,0.08
101,Diamond is not an accountant,Neither Ed nor Diamond is an accountant,0.22,0.49,0.29
102,Will is not a laborer,Neither Will nor Martha is a laborer,0.11,0.78,0.11
103,Martha is not a laborer,Neither Will nor Martha is a laborer,0.16,0.68,0.16
104,Nick is not a realtor,Neither Nick nor Cathy is a realtor,0.07,0.85,0.08
105,Cathy is not a realtor,Neither Nick nor Cathy is a realtor,0.07,0.70,0.23
106,Won San Lee is not a plumber,Neither Won San Lee nor Paula is a plumber,0.05,0.89,0.06
107,Paula is not a plumber,Neither Won San Lee nor Paula is a plumber,0.11,0.71,0.18
108,George is not a performing artist,Neither George nor Erica is a performing artist,0.06,0.88,0.06
109,Erica is not a performing artist,Neither George nor Erica is a performing artist,0.07,0.82,0.10
110,Michael is not a civil,Neither Michael nor Jenna is a civil,0.09,0.79,0.12
111,Jenna is not a civil,Neither Michael nor Jenna is a civil,0.07,0.74,0.19
112,Jon is not an entrepreneur,Neither Jon nor Lea is an entrepreneur,0.29,0.61,0.10
113,Lea is not an entrepreneur,Neither Jon nor Lea is an entrepreneur,0.05,0.79,0.16
114,Miguel is not a singer,Neither Miguel nor Judy is a singer,0.07,0.85,0.08
115,Judy is not a singer,Neither Miguel nor Judy is a singer,0.05,0.85,0.10
116,Brent is not a comedian,Neither Brent nor Patricia is a comedian,0.13,0.71,0.16
117,Patricia is not a comedian,Neither Brent nor Patricia is a comedian,0.08,0.77,0.15
118,Joxer is not a swimmer,Neither Joxer nor Maggie is a swimmer,0.03,0.91,0.06
119,Maggie is not a swimmer,Neither Joxer nor Maggie is a swimmer,0.25,0.44,0.31
120,Eddie is not a dancer,Neither Eddie nor Janet is a dancer,0.18,0.74,0.08
121,Janet is not a dancer,Neither Eddie nor Janet is a dancer,0.13,0.74,0.13
122,Adam is not a secretary,Neither Adam nor Martha is a secretary,0.11,0.80,0.10
123,Martha is not a secretary,Neither Adam nor Martha is a secretary,0.08,0.74,0.18
124,Robert is not a supervisor,Neither Robert nor Joan is a supervisor,0.09,0.82,0.09
125,Joan is not a supervisor,Neither Robert nor Joan is a supervisor,0.06,0.83,0.11
126,Shane is not a magician,Neither Shane nor Wendy is a magician,0.09,0.83,0.08
127,Wendy is not a magician,Neither Shane nor Wendy is a magician,0.13,0.76,0.11
128,Dave is not a chess player,Neither Dave nor Katie is a chess player,0.04,0.89,0.07
129,Katie is not a chess player,Neither Dave nor Katie is a chess player,0.05,0.86,0.09
130,Trevon is not a handball player,Neither Trevon nor Sherry is a handball player,0.17,0.73,0.10
131,Sherry is not a handball player,Neither Trevon nor Sherry is a handball player,0.16,0.63,0.20
132,Julius is not a producer,Neither Julius nor Lena is a producer,0.11,0.80,0.09
133,Lena is not a producer,Neither Julius nor Lena is a producer,0.09,0.72,0.19
134,Kenny is not a bartender,Neither Kenny nor Melissa is a bartender,0.07,0.82,0.11
135,Melissa is not a bartender,Neither Kenny nor Melissa is a bartender,0.06,0.74,0.19
136,Aaron is not a butcher,Neither Aaron nor Tasha is a butcher,0.15,0.79,0.06
137,Tasha is not a butcher,Neither Aaron nor Tasha is a butcher,0.05,0.82,0.14
138,Bob is not a magician,Neither Bob nor Ashley is a magician,0.06,0.90,0.04
139,Ashley is not a magician,Neither Bob nor Ashley is a magician,0.05,0.82,0.12
140,Stewart is not a politician,Neither Stewart nor Ruby is a politician,0.04,0.90,0.06
141,Ruby is not a politician,Neither Stewart nor Ruby is a politician,0.03,0.89,0.08
142,George is not an office worker,Neither George nor Tessa is an office worker,0.13,0.82,0.05
143,Tessa is not an office worker,Neither George nor Tessa is an office worker,0.06,0.85,0.10
144,Jeremy is not a landlord,Neither Jeremy nor Lea is a landlord,0.27,0.66,0.07
145,Lea is not a landlord,Neither Jeremy nor Lea is a landlord,0.05,0.82,0.13
146,Anse is not an umpire,Neither Anse nor Veronica is an umpire,0.06,0.83,0.11
147,Veronica is not an umpire,Neither Anse nor Veronica is an umpire,0.39,0.37,0.24
148,Jacques is not an auditor,Neither Jacques nor Maggie is an auditor,0.05,0.86,0.09
149,Maggie is not an auditor,Neither Jacques nor Maggie is an auditor,0.09,0.74,0.17
150,Malcolm is not an employee,Neither Malcolm nor Monique is an employee,0.21,0.67,0.12
151,Monique is not an employee,Neither Malcolm nor Monique is an employee,0.09,0.68,0.23
152,Lawrence is not a bartender,Neither Lawrence nor Carla is a bartender,0.15,0.79,0.06
153,Carla is not a bartender,Neither Lawrence nor Carla is a bartender,0.06,0.76,0.18
154,Lamar is not an administrator,Neither Lamar nor Susie is an administrator,0.20,0.72,0.08
155,Susie is not an administrator,Neither Lamar nor Susie is an administrator,0.05,0.83,0.12
156,Wesley is not a chemist,Neither Wesley nor Jessica's is a chemist,0.09,0.84,0.08
157,Jessica's is not a chemist,Neither Wesley nor Jessica's is a chemist,0.09,0.80,0.11
158,Lance is not a mechanic,Neither Lance nor Kate is a mechanic,0.04,0.91,0.05
159,Kate is not a mechanic,Neither Lance nor Kate is a mechanic,0.06,0.84,0.10
160,Tom is not a farmer,Neither Tom nor Nina is a farmer,0.11,0.80,0.09
161,Nina is not a farmer,Neither Tom nor Nina is a farmer,0.05,0.83,0.11
162,Brady is not a swimmer,Neither Brady nor Maya is a swimmer,0.06,0.86,0.08
163,Maya is not a swimmer,Neither Brady nor Maya is a swimmer,0.08,0.76,0.16
164,Jose is not a security guard,Neither Jose nor Jen is a security guard,0.08,0.82,0.09
165,Jen is not a security guard,Neither Jose nor Jen is a security guard,0.06,0.76,0.18
166,Cole is not a diplomat,Neither Cole nor Lena is a diplomat,0.20,0.72,0.08
167,Lena is not a diplomat,Neither Cole nor Lena is a diplomat,0.07,0.86,0.07
168,Terrance is not a builder,Neither Terrance nor Laquisha is a builder,0.19,0.71,0.10
169,Laquisha is not a builder,Neither Terrance nor Laquisha is a builder,0.12,0.76,0.13
170,Laquan is not a realtor,Neither Laquan nor Susan is a realtor,0.05,0.84,0.11
171,Susan is not a realtor,Neither Laquan nor Susan is a realtor,0.36,0.39,0.25
172,Wesley is not a professor,Neither Wesley nor Sue is a professor,0.10,0.78,0.12
173,Sue is not a professor,Neither Wesley nor Sue is a professor,0.13,0.65,0.22
174,Josh is not a composer,Neither Josh nor Priya is a composer,0.17,0.74,0.09
175,Priya is not a composer,Neither Josh nor Priya is a composer,0.06,0.74,0.20
176,LeBron is not a sociologist,Neither LeBron nor Jane is a sociologist,0.08,0.79,0.13
177,Jane is not a sociologist,Neither LeBron nor Jane is a sociologist,0.02,0.90,0.08
178,Drew is not a foster parent,Neither Drew nor Ellen is a foster parent,0.06,0.83,0.11
179,Ellen is not a foster parent,Neither Drew nor Ellen is a foster parent,0.08,0.80,0.12
180,Sudeep is not a pilot,Neither Sudeep nor Kristy is a pilot,0.13,0.80,0.08
181,Kristy is not a pilot,Neither Sudeep nor Kristy is a pilot,0.27,0.45,0.28
182,Fred is not a chief,Neither Fred nor Ebony is a chief,0.21,0.65,0.13
183,Ebony is not a chief,Neither Fred nor Ebony is a chief,0.16,0.56,0.28
184,Tyler is not a broker,Neither Tyler nor Lou is a broker,0.12,0.80,0.08
185,Lou is not a broker,Neither Tyler nor Lou is a broker,0.08,0.78,0.14
186,Tammy is not an assistant,Neither Tammy nor Maya is an assistant,0.09,0.82,0.08
187,Maya is not an assistant,Neither Tammy nor Maya is an assistant,0.10,0.56,0.33
188,Brent is not a broker,Neither Brent nor Kacey is a broker,0.15,0.74,0.12
189,Kacey is not a broker,Neither Brent nor Kacey is a broker,0.10,0.72,0.18
190,Mathew is not an office worker,Neither Mathew nor Tina is an office worker,0.07,0.88,0.05
191,Tina is not an office worker,Neither Mathew nor Tina is an office worker,0.32,0.49,0.18
192,Jose is not a receptionist,Neither Jose nor Beyonce is a receptionist,0.02,0.93,0.04
193,Beyonce is not a receptionist,Neither Jose nor Beyonce is a receptionist,0.07,0.72,0.21
194,Marquis is not a software engineer,Neither Marquis nor Tina is a software engineer,0.04,0.89,0.07
195,Tina is not a software engineer,Neither Marquis nor Tina is a software engineer,0.27,0.52,0.21
196,Manuel is not a commander,Neither Manuel nor Cathy is a commander,0.06,0.86,0.08
197,Cathy is not a commander,Neither Manuel nor Cathy is a commander,0.10,0.70,0.20
198,Benjamin is not an aeronautical engineer,Neither Benjamin nor Kathy is an aeronautical engineer,0.05,0.89,0.07
199,Kathy is not an aeronautical engineer,Neither Benjamin nor Kathy is an aeronautical engineer,0.09,0.70,0.21
