,text,hypo,entailment,neutral,contradiction
77,Raja is a hostess,either Inglethorp or Raja is a hostess,0.87,0.12,0.01
78,Dustin is an entrepreneur,either Dustin or Ragesh is an entrepreneur,0.32,0.64,0.04
79,Ragesh is an entrepreneur,either Dustin or Ragesh is an entrepreneur,0.28,0.61,0.11
80,Inglethorp is a historian,either Inglethorp or Jesus is a historian,0.05,0.88,0.07
81,Jesus is a historian,either Inglethorp or Jesus is a historian,0.76,0.23,0.01
82,Emily is a construction worker,either Emily or Jorge is a construction worker,0.12,0.86,0.02
83,Jorge is a construction worker,either Emily or Jorge is a construction worker,0.13,0.82,0.04
84,Cadan is a civil,either Cadan or Kwame is a civil,0.26,0.67,0.07
85,Kwame is a civil,either Cadan or Kwame is a civil,0.32,0.63,0.05
86,Claire is an employment,either Claire or Won Lee is an employment,0.03,0.85,0.12
87,Won Lee is an employment,either Claire or Won Lee is an employment,0.12,0.72,0.17
88,Hunter is a coach,either Hunter or Jose is a coach,0.07,0.85,0.09
89,Jose is a coach,either Hunter or Jose is a coach,0.06,0.85,0.09
90,Greuze is a dealer,either Greuze or Javier is a dealer,0.08,0.88,0.04
91,Javier is a dealer,either Greuze or Javier is a dealer,0.50,0.46,0.04
92,Molly is an academic,either Molly or Ramon is an academic,0.10,0.87,0.03
93,Ramon is an academic,either Molly or Ramon is an academic,0.13,0.79,0.08
94,Ronnie is a baker,either Ronnie or Javier is a baker,0.06,0.83,0.10
95,Javier is a baker,either Ronnie or Javier is a baker,0.11,0.78,0.11
96,Cody is a pharmacist,either Cody or Kwame is a pharmacist,0.19,0.77,0.03
97,Kwame is a pharmacist,either Cody or Kwame is a pharmacist,0.25,0.73,0.02
98,Dustin is an administrator,either Dustin or Javier is an administrator,0.14,0.77,0.10
99,Javier is an administrator,either Dustin or Javier is an administrator,0.18,0.67,0.15
100,Connor is a detective,either Connor or Ming is a detective,0.12,0.85,0.03
101,Ming is a detective,either Connor or Ming is a detective,0.19,0.73,0.09
102,Scott is a prosecutor,either Scott or Sheng Lee is a prosecutor,0.18,0.79,0.03
103,Sheng Lee is a prosecutor,either Scott or Sheng Lee is a prosecutor,0.10,0.85,0.05
104,Jack is an author,either Jack or Jose is an author,0.13,0.79,0.08
105,Jose is an author,either Jack or Jose is an author,0.12,0.66,0.22
106,Dylan is a baker,either Dylan or Chan is a baker,0.04,0.91,0.05
107,Chan is a baker,either Dylan or Chan is a baker,0.06,0.81,0.13
108,Carly is a boxer,either Carly or Shaniqua is a boxer,0.35,0.62,0.03
109,Shaniqua is a boxer,either Carly or Shaniqua is a boxer,0.12,0.84,0.05
110,Jenna is a singer,either Jenna or Wong Chang is a singer,0.05,0.93,0.03
111,Wong Chang is a singer,either Jenna or Wong Chang is a singer,0.07,0.86,0.07
112,Prescott is a cashier,either Prescott or Juan is a cashier,0.15,0.81,0.04
113,Juan is a cashier,either Prescott or Juan is a cashier,0.18,0.78,0.03
114,Cadan is an entrepreneur,either Cadan or DeShawn is an entrepreneur,0.31,0.66,0.03
115,DeShawn is an entrepreneur,either Cadan or DeShawn is an entrepreneur,0.28,0.67,0.05
116,Essex is an electrician,either Essex or Jamal is an electrician,0.06,0.90,0.05
117,Jamal is an electrician,either Essex or Jamal is an electrician,0.60,0.39,0.01
118,Jacob is an executive,either Jacob or Chen Wu is an executive,0.05,0.93,0.02
119,Chen Wu is an executive,either Jacob or Chen Wu is an executive,0.09,0.87,0.04
120,Brown is a model,either Brown or Diamond is a model,0.07,0.78,0.15
121,Diamond is a model,either Brown or Diamond is a model,0.14,0.61,0.24
122,Heather is a laborer,either Heather or Wright is a laborer,0.11,0.86,0.03
123,Wright is a laborer,either Heather or Wright is a laborer,0.09,0.85,0.05
124,Claire is an aeronautical engineer,either Claire or Beyonce is an aeronautical engineer,0.03,0.87,0.10
125,Beyonce is an aeronautical engineer,either Claire or Beyonce is an aeronautical engineer,0.52,0.45,0.03
126,Prescott is an inspector,either Prescott or Chen Lang is an inspector,0.06,0.89,0.05
127,Chen Lang is an inspector,either Prescott or Chen Lang is an inspector,0.18,0.77,0.05
128,Brown is a manager,either Brown or Jamel is a manager,0.23,0.72,0.06
129,Jamel is a manager,either Brown or Jamel is a manager,0.14,0.71,0.15
130,Craig is a handball player,either Craig or Carlos is a handball player,0.08,0.90,0.02
131,Carlos is a handball player,either Craig or Carlos is a handball player,0.22,0.75,0.02
132,Greg is a dealer,either Greg or Anita is a dealer,0.22,0.74,0.04
133,Anita is a dealer,either Greg or Anita is a dealer,0.06,0.90,0.04
134,Amy is a designer,either Amy or DeShawn is a designer,0.18,0.79,0.03
135,DeShawn is a designer,either Amy or DeShawn is a designer,0.12,0.84,0.04
136,Inglethorp is an actor,either Inglethorp or Nina is an actor,0.14,0.80,0.07
137,Nina is an actor,either Inglethorp or Nina is an actor,0.81,0.19,0.01
138,Molly is a barber,either Molly or Feng Wu is a barber,0.05,0.93,0.02
139,Feng Wu is a barber,either Molly or Feng Wu is a barber,0.32,0.61,0.07
140,Brown is a photographer,either Brown or Ramon is a photographer,0.11,0.83,0.06
141,Ramon is a photographer,either Brown or Ramon is a photographer,0.12,0.66,0.22
142,Essex is a security guard,either Essex or Terrance is a security guard,0.29,0.65,0.05
143,Terrance is a security guard,either Essex or Terrance is a security guard,0.68,0.31,0.01
144,Dylan is a performing artist,either Dylan or Terrell is a performing artist,0.22,0.75,0.03
145,Terrell is a performing artist,either Dylan or Terrell is a performing artist,0.06,0.83,0.11
146,Ronnie is a guitarist,either Ronnie or Wong Chang is a guitarist,0.03,0.93,0.04
147,Wong Chang is a guitarist,either Ronnie or Wong Chang is a guitarist,0.08,0.86,0.06
148,Jake is a secretary,either Jake or Carlos is a secretary,0.09,0.86,0.05
149,Carlos is a secretary,either Jake or Carlos is a secretary,0.05,0.83,0.12
150,Dustin is a mathematician,either Dustin or Shaniqua is a mathematician,0.40,0.58,0.02
151,Shaniqua is a mathematician,either Dustin or Shaniqua is a mathematician,0.29,0.67,0.04
152,Ronnie is a postman,either Ronnie or Jamal is a postman,0.04,0.93,0.03
153,Jamal is a postman,either Ronnie or Jamal is a postman,0.12,0.78,0.10
154,Molly is a sociologist,either Molly or Trevon is a sociologist,0.15,0.82,0.03
155,Trevon is a sociologist,either Molly or Trevon is a sociologist,0.26,0.66,0.08
156,Abigail is a chef,either Abigail or Raja is a chef,0.15,0.79,0.05
157,Raja is a chef,either Abigail or Raja is a chef,0.18,0.75,0.07
158,Greuze is a politician,either Greuze or Ming is a politician,0.13,0.84,0.03
159,Ming is a politician,either Greuze or Ming is a politician,0.43,0.50,0.07
160,Jenna is an army,either Jenna or Chang Lee is an army,0.04,0.90,0.06
161,Chang Lee is an army,either Jenna or Chang Lee is an army,0.13,0.71,0.16
162,Essex is a soldier,either Essex or DeShawn is a soldier,0.17,0.79,0.04
163,DeShawn is a soldier,either Essex or DeShawn is a soldier,0.60,0.39,0.01
164,Hunter is a politician,either Hunter or Sudeep is a politician,0.25,0.72,0.03
165,Sudeep is a politician,either Hunter or Sudeep is a politician,0.14,0.82,0.04
166,Connor is an actor,either Connor or Wang is an actor,0.08,0.89,0.03
167,Wang is an actor,either Connor or Wang is an actor,0.17,0.77,0.05
168,Jack is a detective,either Jack or Chen is a detective,0.10,0.87,0.04
169,Chen is a detective,either Jack or Chen is a detective,0.10,0.78,0.13
170,Jake is a gambler,either Jake or Carlos is a gambler,0.05,0.93,0.02
171,Carlos is a gambler,either Jake or Carlos is a gambler,0.06,0.90,0.04
172,Connor is a builder,either Connor or Carlos is a builder,0.08,0.88,0.04
173,Carlos is a builder,either Connor or Carlos is a builder,0.13,0.76,0.11
174,Craig is a servant,either Craig or Chin Pang is a servant,0.07,0.91,0.02
175,Chin Pang is a servant,either Craig or Chin Pang is a servant,0.12,0.86,0.02
176,Cody is a commander,either Cody or Kia is a commander,0.26,0.69,0.05
177,Kia is a commander,either Cody or Kia is a commander,0.10,0.84,0.06
178,Connor is a farmer,either Connor or Joo-Lin is a farmer,0.19,0.79,0.02
179,Joo-Lin is a farmer,either Connor or Joo-Lin is a farmer,0.39,0.59,0.02
180,Connor is a baker,either Connor or Adrin is a baker,0.15,0.83,0.02
181,Adrin is a baker,either Connor or Adrin is a baker,0.13,0.82,0.04
182,Dylan is a mathematician,either Dylan or Kwame is a mathematician,0.14,0.84,0.02
183,Kwame is a mathematician,either Dylan or Kwame is a mathematician,0.08,0.88,0.04
184,Hunter is a guard,either Hunter or DeShawn is a guard,0.17,0.80,0.03
185,DeShawn is a guard,either Hunter or DeShawn is a guard,0.17,0.78,0.05
186,Heather is an agent,either Heather or Jamal is an agent,0.06,0.89,0.05
187,Jamal is an agent,either Heather or Jamal is an agent,0.07,0.76,0.17
188,Katherine is an illustrator,either Katherine or D'quan is an illustrator,0.38,0.60,0.02
189,D'quan is an illustrator,either Katherine or D'quan is an illustrator,0.06,0.91,0.03
190,Cadan is a dancer,either Cadan or Ramirez is a dancer,0.13,0.83,0.05
191,Ramirez is a dancer,either Cadan or Ramirez is a dancer,0.35,0.62,0.03
192,Heather is a cashier,either Heather or Won Lee is a cashier,0.04,0.92,0.03
193,Won Lee is a cashier,either Heather or Won Lee is a cashier,0.08,0.86,0.05
194,Jack is a realtor,either Jack or Chin Pang is a realtor,0.12,0.85,0.03
195,Chin Pang is a realtor,either Jack or Chin Pang is a realtor,0.19,0.76,0.04
196,Heather is an astronomer,either Heather or Chin Pang is an astronomer,0.12,0.84,0.05
197,Chin Pang is an astronomer,either Heather or Chin Pang is an astronomer,0.11,0.82,0.08
198,Amy is an accountant,either Amy or Beyonce is an accountant,0.03,0.92,0.06
199,Beyonce is an accountant,either Amy or Beyonce is an accountant,0.13,0.80,0.08
